KEY;target;NON_CURRENT_ASSETS;tangible_fixed_assets;CURRENT_ASSETS;cash_other_liquid_assets;STOCKS;debtors_other_short_term;TOTAL_ASSETS;net_worth;NON_CURRENT_LIABILITIES;CURRENT_LIABILITIES;SUPPLIERS;TOTAL_LIABILITIES;OTHER_OPERATION_EXPENSES;ORDINARY_EBITDA;Non_Ordinary_Result;NET_OPERATION_RESULT;FINANCIAL_INCOMES;FINANCIAL_EXPENSES;FINANCIAL_RESULTS;BENEFITS_BEFORE_TAXES;COMPANIES_TAX;BANK_INDEBTEDNESS;GROSS_FINANCIAL_DEBT;Net_result;CLIENT_COLLECTING;REVENUES_VARIATION;Exercise_result;Income;other_operation_incomes;personnel_expenses;depreciation_provision;ROLLING_FUND
6790;0;1313987;1202043;1215351;387262;792837;1369.3;2529338;495750.248;250915;1782672.752;166989;2033587.752;1246684;1878113;0;1878113;0.00036;12043.92;1866069.08;1866069.08;151599;0.431326671;250915;1714470.08;325.8934;418279.1994;1714470.08;4997362;4997362;1872565;0;-567321.752
6791;0;6998432;6998432;99829986;3269858;0;0;106828418;5826104;117037;100885277;47397008;101002314;14129714;214671149;0;213068203;0.00485;0;213068203;213068203;12067694;0;0;201000509;0;16811267.37;201000509;317193724;317193724;88392861;1602946;-1055291
6792;0;365019;821;392653;56580;108079;164631;757672;233468;332773;191431;25987;524204;15940;39892;-14173;39749.146;145;12971.4;26922.746;12749.746;-5556;0.854763822;199560;18305.746;23871.495;1272.9959;18305.746;66649;468186;10817;142.854;201222
6793;0;32081;30.39;2862067;846.12;452.73;0;2894148;2126934;0;767214;730937;767214;218012;1831200;-15983;1831191.612;17124;0;1848315.612;1832332.612;0;0;0;1832332.612;0;196900.5641;1832332.612;2664419;2664419;615207;8.38764;2094853
6794;0;19667;18499;834166;28961;125956;60094;853833;102486;0;751347;678141;751347;216113;2169167;0;2164715;1.18;550.83;2164165.35;2164165.35;19754;0.127968698;13115;2144411.35;6069.494;4199.6556;2144411.35;2999754;2999754;614474;4452;82819
6795;0;35480904;0;390387108;19583741;0;234822758;425868012;22045158;77547957;326274897;91452139;403822854;115319703;1519709065;0.00036;1519709065;1395206;0;1521104271;1521104271;73269;0;0;1521031002;35693059.22;93215560.53;1521031002;1635360711;1635360711;331943;0;64112211
6796;0;105.05;102.29;11869672;213777;17.39;14492;11869777.05;10009588;28.45;1860160.6;30.33;1860189.05;8541309;19366628;0.02978;19366594.35;0.01537;5.49888;19366588.86;19366588.89;205625;0.572251325;57.28;19160963.89;1854.976;85213.1632;19160963.89;38733256;33818235;10825319;33.65341;10009511.4
6797;0;123300564;123238261;13781936;9481914;0;2.7;137082500;101324722;15361657;20396121;20126121;35757778;2168803;-2915167;-0.92357;-2915171.7;0.00035;1797313.869;-4712485.569;-4712486.492;-961813;0.151608183;15361657;-3750673.492;0.675;42691.7126;-3750673.492;537679;7673771;1284043;4.7;-6614185
6798;0;10063213;9867.99;181968;41689;0;0;10245181;4910946;1825361;3508874;233667;5334235;163375;-229540;-0.769;-232451.0571;0;421.57544;-232872.6325;-232873.4015;-50108;0.975500443;4790.63;-182765.4015;0;2549.83;-182765.4015;59996;639068;126161;2911.05705;-3326906
6799;1;13543133;13543133;8692232;304741;2117872;3164.01;22235365;-1411901685;20542.52;1434116507;805491;1434137050;3465.75;0;8342126;-814.69;424325;4951444.008;-4527933.698;3814192.302;0;0;23246216;3814192.302;132.88842;246339.3619;3814192.302;5907418.75;6616545;5903953;814.69;-1425424275
6800;0;33006901;3178701;4098256;625092;841119;0;37105157;906455;30459003;5739699;5739699;36198702;4044638;10614013;0;9512247;0;1020465.196;8491781.804;8491781.804;0;22184026;22184026;8491781.804;0;1254782.066;8491781.804;14658669;14658669;18;1101766;-1641443
6801;0;8265947;1775907;2851032;750218;1595786;356939;11116979;3596822;6619836;900321;394821;7520157;532055;1611308.15;-370;1611308.15;4164;607985.559;1007486.591;1007116.591;102589;6019659;6019659;904527.591;83166.787;233322.9764;904527.591;2722555.15;2234839;579192;0;1950711
6802;0;29931538;29931538;10078213;7660104;1248927;0;40009751;26233501;933224;12843026;3656688;13776250;8696272;61402019;-164252;60168293;0.00565;708369.34;59459923.67;59295671.67;1246063;0.389890926;10119562;58049608.67;0;3825715.028;58049608.67;80541369;80541369;10443078;1233726;-2764813
6803;0;192599415;125405801;345057104;657807;267222126;77177171;537656519;201789115;8953766;326913638;130447831;335867404;81820255;164501689;122463;140255773;0.24064;12119754.81;128136018.4;128258481.4;12667705;144209122;205419573;115590776.4;9569969.204;23566041.96;115590776.4;360337033;173616427;114015089;24245916;18143466
6804;0;18115104;16645468;12287462;134764;7998726;3318921;30402566;10332684;6744002;13325880;3779199;20069882;5368468;20368203;-51344;20368203;1835;283452.309;20086585.69;20035241.69;55369;0.435437975;4499243;19979872.69;793222.119;948083.8627;19979872.69;28643017;28643017;2906346;0;-1038418
6805;0;50;0;1352137;64267;0;1.29;1352187;256915.53;0;1095271.47;37185;1095271.47;14947;-42411;0;-42411;0;0;-42411;-42411;-97545.3;0;0;55134.3;0.2322;-67.5514;55134.3;48251;352993;75715;0;256865.53
6806;0;197238786;50209129;2497712;1074706;0;0;199736498;191870293;2875;7863330;7578705;7866205;3820045;11637944.64;-158853;9081610.64;0.21;0;9081610.85;8922757.85;176796;0;0;8745961.85;0;112403.1486;8745961.85;19719850.64;13708894;4261861;2556334;-5365618
6807;0;23317;23279;3599592;53665;0.302;811918;3622909;829646.161;16161;2777101.839;2316186;2793262.839;602384;5514009;-0.347;5511897;0;1.75775;5511895.242;5511894.895;74474;0.047084261;22.25;5437420.895;158324.01;-51973.3425;5437420.895;6929779;6929779;813386;2112;822490.161
6808;0;482.33;317.83;166.8;45.39;0;21.53;649.13;350.81;276.79;21.53;0;298.32;128.03;156.6;-0.77;144.28;4.32;22.97005;125.62995;124.85995;17.37;0.689233488;241.79;107.48995;3.14338;-3.254364;107.48995;301.33;301.33;16.7;12.32;145.27
6809;0;338903008;293034761;141411233;19791683;3165;121616385;480314241;174253161;13960491;292100589;16188539;306061080;66461132;88294424;-481518;76129739;519601;4013445.93;72635894.07;72154376.07;3333346;0.354342622;61745322;68821030.07;26269139.16;5491913.173;68821030.07;176588848;128910127;21833292;12164685;-150689356
6810;0;2142817;2142817;1085907;188911;0.258;88.33;3228724;526282.012;1005805;1696636.988;0.246;2702441.988;143548;161306;-1.35;161259.58;0.525;124281.295;36978.81;36977.46;20;0.320345152;1497365;36957.46;16.7827;87479.7584;36957.46;896309;2366.99;591455;46.42;-610729.988
6811;0;4812247;2081002;10668898;414926;612218;777415;15481145;3159856;2751366;9569923;5959878;12321289;3433.33;11889432.67;-29147;11131205.67;884611;587.0234;12015229.65;11986082.65;-103276;5486.2;5486.2;12089358.65;152373.34;1229862.141;12089358.65;16755615;16755615;4862749;758227;1098975
6812;0;315980593;250819787;716107257;49513904;36023493;1146.64;1032087850;294137193;134017876;603932781;230039502;737950657;237701344;1428997237;-7633001;1413101134;19631164;17566005.99;1415166292;1407533291;11109989;319381927;319381927;1396423302;123.83712;10325252.6;1396423302;1843795107;1843795107;177096526;15896103;112174476
6813;0;163302762;139379206;72849313;27790623;32124;1045651;236152075;64945302;74901979;96304794;57714283;171206773;229934816;193833811.7;-3797658;181942208.7;0.06992;1050966.996;180891241.8;177093583.8;336658;10303598;10303598;176756925.8;244682.334;29376794.2;176756925.8;559557984.7;410071066;135789357;11891603;-23455481
6814;0;9.88;9.41;228.86;13.88;4.23;0;238.74;34.38;0;204.36;147.14;204.36;35.85;460.91;0.2;459.24;0;3.26154;455.97846;456.17846;8.75;57.22;57.22;447.42846;0;13.530608;447.42846;650.51;650.51;153.75;1.67;24.5
6815;0;8192573;0;60104454;335662;19681468;40087324;68297027;8265757;0;60031270;4834421;60031270;892417;48673;-202545;48673;0;0;48673;-153872;-240040.32;0;0;86168.32;6253622.544;459478.3336;86168.32;4746677;14142685;3805587;0;73184
6816;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
6817;0;364078;225435;457775;69255;219377;122025;821853;210397;386430;225026;89119;611456;59681;424557;131;424557;372;9172.485;415756.515;415887.515;468;0.968801837;203833;415419.515;22574.625;14595.6577;415419.515;660437;660437;176199;0;232749
6818;0;1647797298;181878265;1500802314;480614393;0;0;3148599612;3136036282;10.32;12563319.68;1153133;12563330;6014684;45035435.52;-0.32415;38357652.52;7497267;0;45854919.52;45854919.2;3516716;0;0;42338203.2;0;-1217378.931;42338203.2;84540203.52;55802753;33490084;6677783;1488238994
6819;0;76738055;44004007;1301344715;251982376;384203339;66025294;1378082770;1007036371;5019604;366026795;29692969;371046399;222007707;1274954573;-929325;1266718159;4854498;456024.448;1271116633;1270187308;1693559;0.007075595;7125382;1268493749;13733261.15;136348585.2;1268493749;1691669791;1691669791;194707511;8236414;935317920
6820;0;5747391;5747391;16882872;7046351;474621;2469986;22630263;9305474;3208188;10116601;4133807;13324789;2810133;45009984;27595;44808000;71708;406377.588;44473330.41;44500925.41;636.39;0.856290394;7968188;44500289.02;345798.04;2447316.612;44500289.02;51960013;51960013;4139896;201984;6766271
6821;0;8337979;6553524;4407271;342071;3323907;741293;12745250;1460911.56;4060.56;11280277.88;10488701;11284338.44;817772;1497848;-67228;1497848;53562;25504.287;1525905.713;1458677.713;194354;0.052378336;380661;1264323.713;183099.371;13506.78;1264323.713;3376695;3376695;1061075;0;-6873006.88
6822;0;1.6;1.6;8.08;0.85;0;0.55;9.68;9.15;0;0.53;0;0.53;0.74;8.96;0.06;8.96;0;0;8.96;9.02;2.59;0;0;6.43;0.1375;0.72944;6.43;9.7;14.88;0;0;7.55
6823;0;352768;341.1;11162959;240816;85307;86633;11515727;1286475;0;10229252;95959;10229252;210266;555696.24;-0.302;555578.5605;0.059;0;555578.6195;555578.3175;32396;0;0;523182.3175;17326.6;63191.08213;523182.3175;976678.24;1425.09;210716;117.6795;933707
6824;0;10993532;993532;7243408;5822804;0;1137373;18236940;3633255;0;14603685;0;14603685;1309317;-542566;103126;-743558;0.01732;342375.23;-1085933.213;-982807.2127;-735648;0.888997607;3229955;-247159.2127;119424.165;8917.953;-247159.2127;1351205;15498332;584454;200992;-7360277
6825;0;10751864;2701864;14036248;5952206;0;8084042;24788112;6630364;1001873;17155875;11556;18157748;7601837;17395633;-0.88;16980841;0;101526.796;16879314.2;16879313.32;210003;0.132003462;875231;16669310.32;1770405.198;724807.7914;16669310.32;47065441;47065441;22067971;414792;-3119627
6826;0;1223.38;593.35;158.24;46.49;9.42;102.33;1381.62;425.85;635.88;319.89;3.16;955.77;375.87;929.24;0.01;771.52;0.01;38.38224;733.14776;733.15776;18.77;0.866643184;369.06;714.38776;24.45687;20.221692;714.38776;1644.04;1324.71;338.93;157.72;-161.65
6827;0;483197342;38321861;685747092;307844172;1103.31;0;1168944434;110681435;4757415;1053505584;57372669;1058262999;56853143;219832396;-178987;209697949;23831524;0;233529473;233350486;24667506;0;0;208682980;0;31396250.49;208682980;342007086;342007086;65321547;10134447;-367758492
6828;0;17630849;1814832;472585178;76001446;88942207;32656872;490216027;9518759;71898148;408799120;20954508;480697268;47608139;96655336.44;-8141043;95837780.44;413829;15422654.65;80828954.79;72687911.79;12787258;152699551;152699551;59900653.79;6172148.808;9548861.741;59900653.79;165205220.4;59325721;20941745;817556;63786058
6829;0;296819483;255491048;503090848;13529158;291915103;113365042;799910331;387953616;187651953;224304762;81703253;411956715;45978975;244358169;-679624;244358169;0.10124;0;244358169.1;243678545.1;981699;0;0;242696846.1;25847229.58;18116438.83;242696846.1;294098033;294098033;3760889;0;278786086
6830;0;604456459;2909671;14108881;12088542;0;0;618565340;577066078;37630812;3868450;386845;41499262;9987131;15353130.24;0;14628622.16;0.88791;1680000.672;12948622.38;12948622.38;663376;0.03465809;20000008;12285246.38;0;3024886.514;12285246.38;31345974.24;29955843;6005713;724508.079;10240431
6831;0;15244228;15213386;22556089;9753098;1670084;8240166;37800317;10012278;25;27788014;10047833;27788039;21645339;89376051;-315505;86530240;0.00012;7.315;86530232.69;86214727.69;829638;0.94883502;95;85385089.69;947619.09;9484940.571;85385089.69;114829789;114829789;3808399;2845811;-5231925
6832;0;4179.75;3606.44;174;64;0.32;61.9;4353.75;936.05625;1584.44;1833.25375;0;3417.69375;49.32;-89132.64;-0.019;-89238.58;0;166.50777;-89405.08777;-89405.10677;0;0.595563399;1500.07;-89405.10677;15.2893;2344.30006;-89405.10677;43014.68;405.49;132098;105.94;-1659.25375
6833;0;340934;340934;211361;96901;7853;106607;552295;412322;0;139973;21403;139973;28428;65036.16;-23.55;56932.16;0.151;0;56932.311;56908.761;2.02;0;0;56906.741;12153.198;1049.927508;56906.741;166655.16;104591;73191;8104;71388
6834;0;338112;338112;3239337;1522934;133196;489488;3577449;1276739;134225;2166485;604061;2300710;1123408;12520079;-128843;12440061;0.162;134035.271;12306025.89;12177182.89;126623;1696649;1696649;12050559.89;119435.072;779301.1662;12050559.89;14512126;14512126;868639;80018;1072852
6835;1;1901720758;1451262146;813108538;22653206;193147374;597307958;2714829296;208066651;364572493;2142190152;656722717;2506762645;1097412892;23398273.92;214364603;-162881317.1;126566;118745454.6;-281500205.7;-67135602.71;0;1120240138;1120240138;-67135602.71;56744256.01;-1551305.561;-67135602.71;1193311970;1589108242;72500804;186279591;-1329081614
6836;0;207203764;1538719;21986306;2552558;0;530001;229190070;227209995;13.8;1980061.2;0.70074;1980075;7108937;10165779.91;-0.0249;9708780.367;3.00E-05;0;9708780.367;9708780.342;267048;0;0;9441732.342;130380.246;1423436.673;9441732.342;17274716.91;12901349;0;456999.543;20006244.8
6837;0;126964393;581003;8840176;558652;3460.99;524167;135804569;1577999;1227668;132998902;2552119;134226570;2065685;20912852;4628;20874697;0.205;594295.468;20280401.74;20285029.74;99669;5452252;5452252;20185360.74;77052.549;1521730.435;20185360.74;23303682;23303682;325145;38155;-124158726
6838;0;1951.4;235.9;24290.1;4614.5;5220.3;1688.9;26241.5;6595.1;2731.7;16914.7;10186;19646.4;4202.5;43892.4;0;43840.9738;144.7;720.2571;43265.4167;43265.4167;105.7;7744.7;7744.7;43159.7167;197.6013;4710.75855;43159.7167;51483.7;51483.7;3388.8;51.4262;7375.4
6839;0;1258.73;20.23;21.48;6.48;0;15;1280.21;370.2633;0;909.9467;125.73;909.9467;124.01;377346.0209;0;377341.3309;0;0;377341.3309;377341.3309;6.42;0;0;377334.9109;1.83;39070.89167;377334.9109;723535.0309;509.44;346065;4.69;-888.4667
6840;0;453817103;330378347;178487641;16324897;13543757;121103342;632304744;116516196;224643565;291144983;97398713;515788548;168471122;706068744.5;3556903;606958721.5;0.35227;12409250.35;594549471.5;598106374.5;3785896;282028417;282028417;594320478.5;13563574.3;-14316020.87;594320478.5;1183142220;1017182136;308602354;99110023;-112657342
6841;0;189268;188618;1836888;100402;1594563;141923;2026156;879586;288505;858065;300747;1146570;380588;434621.5458;10601;361879.5458;0.0016;24683.125;337196.4224;347797.4224;3244;338125;338125;344553.4224;14618.069;-5629.492759;344553.4224;815868.5158;1960.54;658.97;72742;978823
6842;0;50498251;47453356;3208467026;446585043;2753929698;7952285;3258965277;59557078;21079224;3178328975;13731469;3199408199;16488911;77970345;-306.77;77970345;18625;1254842.6;76734127.4;76733820.63;2575951;0.210695797;12548426;74157869.63;1431411.3;-719582.7186;74157869.63;133256059;133256059;38796803;0;30138051
6843;0;27753452;12182051;7988981;91277;3327117;4570587;35742433;6767.46;11173149;24562516.54;3765.28;35735665.54;4429929;24616795;-273.84;23424586;746737;1323233.76;22848089.24;22847815.4;-33716;15567456;15567456;22881531.4;457058.7;3042418.389;22881531.4;34338808;34338808;5292084;1192209;-16573535.54
6844;0;6667871;6315539;12762694;515349;5925842;806432;19430565;5809738.935;1897.5;13618928.57;3104459;13620826.07;4391213;32054286;-268549;32054286;13041;85263.687;31982063.31;31713514.31;-73596;0.151650535;1671837;31787110.31;125803.392;2979369.979;31787110.31;39672037;39672037;3226538;0;-856234.565
6845;0;144039895;138611263;625878521;94044398;285573491;3471036;769918416;353074521;84835545;332008350;133299506;416843895;164935543;643847857;-3215;633589800;5.5;9490839.32;624098966.2;624095751.2;16915214;0.672013892;237270983;607180537.2;586605.084;32140891.38;607180537.2;897790262;897790262;89006862;10258057;293870171
6846;0;1056.27;1019.95;2416.48;159.23;1376.33;741.89;3472.75;1270.39;504.77;1697.59;486.78;2202.36;971.16;1990.86;14.17;1946.59;0.29;78.19011;1868.68989;1882.85989;41.22;0.759853273;965.31;1841.63989;172.11848;196.476525;1841.63989;3742.41;3742.41;780.39;44.27;718.89
6847;0;156147;156147;7303981;7303981;0;0;7460128;2959098;0;4501030;3420782.8;4501030;39681018;44188548.36;-965369;44188547.91;0;0;44188547.91;43223178.91;213666;0;0;43009512.91;0;-1650677.327;43009512.91;91197642.36;47407533;7328076;0.44849;2802951
6848;0;3999971;0;124327;0.207;9299;9353;4124298;965085.732;3278789;1682.08793;0.073;3159212.268;42808;12183;0.00041;12183;0;284329.0976;-272146.0976;-272146.0971;-0.25;3159212.195;3159212.195;-272145.8471;1982.836;-390.4361;-272145.8471;54991;140607;0;0;122644.9121
6849;0;2068576216;28198638;153941829;18113337;0;122595;2222518045;2176668415;25815581;20034049;0.057;45849630;8737515;23242322.25;0;17576636.25;353044461;1796014.041;368825083.2;368825083.2;208951;0.01195827;26029189;368616132.2;22312.29;4137908.105;368616132.2;54232085.25;26078895;22252248;5665686;133907780
6850;0;5484.65;642.34;19756645;1131506;0;2594323;19762129.65;3703858;14932616;1125655.65;393648;16058271.65;1796471;18078810.75;-17141;18078673.29;1355;484619.151;17595409.14;17578268.14;123292;5445159;5445159;17454976.14;498110.016;-531238.9005;17454976.14;37945635.75;26889071;18070354;137.46076;18630989.35
6851;0;1409275744;1406181229;407569494;612464;1214291;51505626;1816845238;548432074;54838259;1213574905;0;1268413164;21834159;111709488;238355;83035301;0;5931595.251;77103705.75;77342060.75;0;73229571;73229571;77342060.75;5923146.99;11059344;77342060.75;147457920;235979449;13914273;28674187;-806005411
6852;1;22121;22121;361876;7.9;264145;35281;383997;126052;125.05;257819.95;89902;257945;93608;-1872.4846;0;-1872.4846;0.6;31730.835;-33602.7196;-33602.7196;-7.74;132765;132765;-33594.9796;5186.307;-1770.808686;-33594.9796;91751.7454;982392;16.23;0;104056.05
6853;0;709914;481291;2224775;455904;268334;343755;2934689;422595.216;50028;2462065.784;1200709;2512093.784;1119091;716772.864;-9532044;609337.864;1205;10955.52;599587.344;-8932456.656;-28.58;0.096944641;121728;-8932428.076;80438.67;176142.4515;-8932428.076;1836730.464;8664.58;866.6;107435;-237290.784
6854;0;197781839;148528127;431782341;19809704;55898294;27907145;629564180;355416228;2912551;271235401;209581453;274147952;58894011;649384381;-196815;640742085;127707;3412967.886;637456824.1;637260009.1;11836762;0.102156756;36308169;625423247.1;4102350.315;2573157.034;625423247.1;804111573;804111573;95833181;8642296;160546940
6855;0;103331823;23144791;9286944;1029846;318885;3811215;112618767;80330384;21836966;10451417;1257611;32288383;3484899;15106599;-4313;13231687;137695;2791.92727;13366590.07;13362277.07;95812;0.337432596;27106.09;13266465.07;731753.28;1671380.877;13266465.07;25872769;25872769;7281271;1874912;-1164473
6856;0;269278742;219152168;38136262;20239008;58635;17838619;307415004;203574792;53172646;50667566;16844991;103840212;23790135;173820426;-2822355;165711219;0;7415345.616;158295873.4;155473518.4;8384277;0.308692011;62841912;147089241.4;2515245.279;17019749.79;147089241.4;263463619;263463619;65853058;8109207;-12531304
6857;0;0;0;50.39;16.03;0;8.7;50.39;8.5663;0;41.8237;0;41.8237;19.34;-26.83;4.14;-26.83;0;0;-26.83;-22.69;-6.66;0;0;-16.03;1.3485;0.00018;-16.03;0.06;114.27;7.55;0;8.5663
6858;0;181308155;12645276;78121610;6042496;46334077;25745037;259429765;79422753;86297473;93709539;40401695;180007012;100061;-20991.18;-17613;-56227.18;1063;9149486.416;-9204650.596;-9222263.596;-33.89;81691843;81691843;-9222229.706;4531126.512;2147.95557;-9222229.706;79553.91;954.22;484.09;35236;-15587929
