KEY;target;NON_CURRENT_ASSETS;tangible_fixed_assets;CURRENT_ASSETS;cash_other_liquid_assets;STOCKS;debtors_other_short_term;TOTAL_ASSETS;net_worth;NON_CURRENT_LIABILITIES;CURRENT_LIABILITIES;SUPPLIERS;TOTAL_LIABILITIES;OTHER_OPERATION_EXPENSES;ORDINARY_EBITDA;Non_Ordinary_Result;NET_OPERATION_RESULT;FINANCIAL_INCOMES;FINANCIAL_EXPENSES;FINANCIAL_RESULTS;BENEFITS_BEFORE_TAXES;COMPANIES_TAX;BANK_INDEBTEDNESS;GROSS_FINANCIAL_DEBT;Net_result;CLIENT_COLLECTING;REVENUES_VARIATION;Exercise_result;Income;other_operation_incomes;personnel_expenses;depreciation_provision;ROLLING_FUND
3180;0;180098934;235.51;25480488;116849;0;1875.48;205579422;185295276;208712;20075434;307778;20284146;3974.16;8900566.68;2005521;8900520.991;3644;1878678.48;7025486.511;9031007.511;472.99;0.096560346;17892176;9030534.521;286.94844;1167762.058;9030534.521;14615294.84;30015923;5710754;45.68894;5405054
3181;0;339417146;120119399;737913096;15274469;381093245;0;1077330242;300092695;192995352;584242195;146114821;777237547;110623531;235892603.9;-200961;223767879.9;14808012;28598753.81;209977138.1;209776177.1;4366541;519977342;519977342;205409636.1;0;36658524.07;205409636.1;507033527.9;484712215;160517393;12124724;153670901
3182;0;149354;149354;941744;452537;0;6492.65;1091098;207308.62;8910.3;874879.08;180.79;883789.38;161049;1378484;-0.611;1345327.412;2628;850.33585;1347105.076;1347104.465;0;9344.35;9344.35;1347104.465;889.49305;5274.544;1347104.465;1648295;2187917;108762;33156.588;66864.92
3183;1;3766956209;1117448147;1979520744;402872;1335970941;143930841;5746476953;16561181;3637302877;2092612895;1562320318;5729915772;14567154;-874029.24;2036605;-1067204.24;0;523076399.7;-524143603.9;-522106998.9;0;2429575894;4023664613;-522106998.9;11082674.76;423117.5551;-522106998.9;13693124.76;22060948;0;193175;-113092151
3184;0;13419.95;13377.87;10238.38;132.55;4003.88;364.26;23658.33;18497.61;1362.02;3798.7;2421.29;5160.72;1090.46;-612.3;-11.57;-1609.7;0.89;78.08724;-1686.89724;-1698.46724;-350.74;0.063961777;1183.14;-1347.72724;75.76608;-10.18096;-1347.72724;748.6;12176.02;270.44;997.4;6439.68
3185;0;26896;18272;340414;58939;152586;51791;367310;43709.89;0;323600.11;117353;323600.11;129.92;908233.08;-63312;904857.08;0.005;7366.551;897490.534;834178.534;2238;0.746049172;84673;831940.534;9322.38;92714.3798;831940.534;995858;995858;87495;3376;16813.89
3186;0;14546861;14545071;16085028;2163045;26;13921957;30631889;5829921;0;24801968;0;24801968;4345307;26351276;0;25445039;0;0;25445039;25445039;0.0964;0;0;25445038.9;2171825.292;62015.5705;25445038.9;47704285;47704285;17007702;906237;-8716940
3187;0;686217;345728;439411;195439;123436;94285;1125628;865274;76997;183357;100075;260354;696605;1341524.45;-2705;1310350.45;12716;6269.715;1316796.735;1314091.735;95403;0.076272949;65997;1218688.735;17631.295;36617.78477;1218688.735;2508067.45;2435377;469938;31174;256054
3188;0;226612;89705;7697657;898.7;5763073;1221.35;7924269;3506165;1088089;3330015;1782574;4418104;1507269;7055424;-23435;6991731;15882;27065.636;6980547.364;6957112.364;226807;0.093005321;326092;6730305.364;149.0047;499012.7232;6730305.364;9173028;9173028;610335;63693;4367642
3189;0;186607593;82498302;2080839.6;79953;0.6;2000886;188688432.6;977602;40338662;147372168.6;7441754;187710830.6;1930899;17812485;0;14498691;0.00605;2265235.431;12233455.58;12233455.58;7234632;0.45434012;44416381;4998823.575;352155.936;617364.9972;4998823.575;21215292;45398997;1471908;3313794;-145291329
3190;1;129891566;0;83026782;104396;0;82922386;212918348;30289024;2109093;180520231;8956142;182629324;12529418;891077;394933;891077;484549;1124928.584;250697.416;645630.416;220723;0.357113554;10816621;424907.416;2985205.896;147829.6743;424907.416;18712617;19519138;5292122;0;-97493449
3191;1;299408;0;3777967304;0;2949649978;828317326;3778266712;5397508;1900023071;1872846133;404440572;3772869204;0;0;0;0;0;7889370.075;-7889370.075;-7889370.075;0;78112575;78112575;-7889370.075;0;0;-7889370.075;0;0;0;0;1905121171
3192;0;755.57;28.34;87413;58.38;0;103.07;88168.57;262.38;445.76;87460.43;0;87906.19;21.97;-7.05;-0.23;-26.76;0;29.65653;-56.41653;-56.64653;-11.51;366.13;366.13;-45.13653;18.03725;1.90652;-45.13653;30.95;106.95;16.03;19.71;-47.43
3193;0;1228885;1228885;6273644;1687918;1251369;1352359;7502529;5459261;272676;1770592;14801;2043268;1444871;6599214.58;0;5529779.58;0.09431;52810.516;5476969.158;5476969.158;0.28553;0.102910266;561814;5476968.873;323213.801;-26505.20363;5476968.873;11524001.58;1640312;3479916;1069435;4503052
3194;0;60545364;4669723;92879917;3693589;18705661;6777107;153425281;44575873;52319609;56529799;16549859;108849408;10970153;91824618;-0.48168;87793089;100111;3642549.176;84250650.82;84250650.34;0.73213;0.704445788;31401286;84250649.61;1280873.223;-2018177.36;84250649.61;117335893;117335893;14541122;4031529;36350118
3195;0;46457395;2052.46;125148;25.33;0;85817;46582543;4160.68;524.38;46577857.94;0;46578382.32;56.82;150.48;-1.13;86.4;0;0;86.4;85.27;12.82;0;0;72.45;10727.125;-1.935549;72.45;307.23;270.95;99.93;64.08;-46452709.94
3196;0;3363994;2937058;361776;157647;0;711.94;3725770;1366495;1499889;859386;0;2359275;132.8;-60088.6;-5503;-152179.6;7738;132162.207;-276603.807;-282106.807;-34153;1421099;1421099;-247953.807;130.28502;3867.86826;-247953.807;103696.2;563933;163652;92091;-497610
3197;0;22957975;22957975;56745433;611158;0;6586;79703408;75829318;321544;3552546;0;3874090;1847291;2487420;0;1706213;0;19935.728;1686277.272;1686277.272;415515;0.042403652;321544;1270762.272;908.868;255840.6375;1270762.272;5801375;5801375;1466664;781207;53192887
3198;0;24656247;11352;1595322;340341;0;1254981;26251569;3728264.03;18290477;4232827.97;15634;22523304.97;344.94;-24754.88;0;-25077.6;0.00053;1394759.702;-1419837.301;-1419837.301;-59805;13809502;13809502;-1360032.301;169422.435;-2541.926854;-1360032.301;430835.06;1686.61;455245;322.72;-2637505.97
3199;0;514777048;214194837;324277931;13358228;251248486;10779824;839054979;683360546;137738296;17956137;7176313;155694433;11410776;12470825.4;-4956746;12470807.92;5.95;9357030.928;3113782.942;-1842963.058;-2274131;0.201362804;137603396;431167.942;2058946.384;2885673.417;431167.942;31366015.4;30950394;7484414;17.48;306321794
3200;0;507402;111904;13200225;8756215;0;23936;13707627;1131396;0;12576231;0;12576231;7986728;23473177.91;0;23460762.91;0.40225;0;23460763.31;23460763.31;338203;0;0;23122560.31;4547.84;-926236.1235;23122560.31;49267878.91;27262126;17807973;12415;623994
3201;0;17973218;2908;1278481;317534;0;960947;19251699;15289905;2194905;1766889;40491;3961794;220917;215900.94;1712;214575.94;2400.43;39.75;216936.62;218648.62;-8721;0.049051973;750;227369.62;201798.87;29054.31064;227369.62;588143.94;557156;151326;1325;-488408
3202;0;450.43;432.18;231.39;12.84;88.62;103.69;681.82;265.65;247.58;168.59;14.11;416.17;76.55;167.0466;1.83;145.4366;0.18;29.837;115.7796;117.6096;2.26;298.37;298.37;115.3496;12.23542;7.59199854;115.3496;346.6666;323.05;103.07;21.61;62.8
3203;0;2112.7;1373.56;2304804;1129798;0;1175006;2306916.7;2845.49;290.58;2303780.63;0;2304071.21;1586.16;5333.2848;86.33;4883.8748;0;15.71084;4868.16396;4954.49396;295.23;0.120028536;341.54;4659.26396;246751.26;680.4826964;4659.26396;9036.9548;8749.97;2117.51;449.41;1023.37
3204;0;70540;39189;117906;14408;3285;38240;188446;93352;26969;68125;18401;95094;26746;72394;1041;68323;2852;3008.745;68166.255;69207.255;3727;0.397902562;37145;65480.255;6386.08;6449.1721;65480.255;137509;137509;38369;4071;49781
3205;0;0.33736;0.33736;132199441;130713668;0;1485773;132199441.3;135191;0;132064250.3;127909721;132064250.3;4785302;43580994;0;43580993.92;0.46967;0;43580994.39;43580994.39;107511;0;0;43473483.39;361042.839;-954068.717;43473483.39;51571282;51571282;3204986;0.07658072;135190.6626
3206;0;116780977;116287475;270697361;161786716;18259587;0;387478338;252228098;4134121;131116119;7994325;135250240;66233844;-105217966;-1555479;-124164434;389227;414802.425;-124190009.4;-125745488.4;-23726406;0.219273707;5530699;-102019082.4;0;146012.1633;-102019082.4;2125359;591864441;41109481;18946468;139581242
3207;0;2230763;0;2492212;1396496;0;0;4722975;2189094;2533881;0;0;2533881;311712;439513.92;-4361002;439513.92;0.05426;0;439513.9743;-3921488.026;-107765;0;0;-3813723.026;0;-11418.63398;-3813723.026;751225.92;4;0;0;2492212
3208;0;929919097;918161926;144503980;1176767;121534;143205679;1074423077;488507523;307490317;278425237;-0.01483;585915554;84041826;-73741562;-0.01293;-78234856;0;31800359.19;-110035215.2;-110035215.2;-9489703;0.685231255;334740623;-100545512.2;24058554.07;103836.5952;-100545512.2;10816312;346847017;516048;4493294;-133921257
3209;0;13066;13066;33896;0.565;25.28;17962;46962;18644;0;28318;7138;28318;19354;89128;0;89125.51;0;0.17066;89125.33934;89125.33934;2371;0.172709719;3.22;86754.33934;2496.718;7762.965;86754.33934;152215;152215;43733;2.49;5578
3210;0;3842345;3560.73;3266812;43837;873911;327477;7109157;4380521;984173;1744463;794595;2728636;1590878;4735001;-42838;4734274.611;23179;111626.41;4645827.201;4602989.201;4073;0.364035009;1594663;4598916.201;57308.475;466510.3746;4598916.201;8057174;8057174;1731295;726.38892;1522349
3211;0;1114918;634971;4121404;622585;0;2938839;5236322;2082074;0;3154248;0;3154248;5130.57;7945157.64;16176;7880960.64;1662;12924.66;7869697.98;7885873.98;100983;0.103459819;215411;7784890.98;570134.766;63008.11724;7784890.98;18002319.21;15930669;10052031;64197;967156
3212;0;341.6;73.37;5668646;526.79;2241.71;960315;5668987.6;1695743;502.29;3972742.31;2319.39;3973244.6;545.44;1279903.425;-10.24;1279848.055;12298;53.0868;1292092.968;1292082.728;122.9;0.521765385;884.78;1291959.828;225674.025;29446.79217;1291959.828;2181243.865;9163.44;900795;55.37;1695903.69
3213;0;34.52;34.52;831005;468752;0;362253;831039.52;138039;7498;685502.52;0;693000.52;668037;440419.52;0;440411.4768;0.013;0;440411.4898;440411.4898;-2.44;0;0;440413.9298;53251.191;68506.49699;440413.9298;1199763.52;795513;91307;8.04316;145502.48
3214;0;667241191;431287939;160723092;136763576;0;0;827964283;817810568;9393938;759777;759777;10153715;6214093;-5907323;-909652;-5927069;2573142;385151.458;-3739078.458;-4648730.458;-2242733;0.011486692;9393938;-2405997.458;0;-8801.2542;-2405997.458;497246;15020668;190476;19746;159963315
3215;0;2755.02;1236.36;3050.42;50.41;2521.54;478.47;5805.44;3254.85;711.77;1838.82;614.22;2550.59;847.34;1625.25;-126.62;1587.63;3.23;119.68803;1471.17197;1344.55197;10.41;0.371436472;1208.97;1334.14197;52.6317;85.330429;1334.14197;2952.61;2952.61;480.02;37.62;1211.6
3216;0;7449886;3114588;28423624;10316585;7955.13;6445608;35873510;25950554;1563741;8359215;1579302;9922956;5818951;9129611.01;-8334;7887337.01;282949;36471.16;8133814.85;8125480.85;223791;0.035135242;911779;7901689.85;683234.448;1031767.902;7901689.85;14953158;14953158;4595.99;1242274;20064409
3217;0;42661.98;41297.98;11773.62;437.24;5604.52;4823.92;54435.6;26505.79;11961.75;15968.06;3194.18;27929.81;4116.27;18149.38;-34.56;18149.38;16.27;236.8532;17928.7968;17894.2368;1105.26;0.223397605;5921.33;16788.9768;651.2292;925.26315;16788.9768;28123.5;28123.5;5857.85;0;-4194.44
3218;0;36864473;36864473;4198964;368356;0;25802;41063437;32351374;4673923;4038140;378595;8712063;3254448;4751494.08;0;4539768.08;0;437248.368;4102519.712;4102519.712;0;0.177836898;5753268;4102519.712;5986.064;333047.1905;4102519.712;8005942.08;6567524;0;211726;160824
3219;0;10844099;10774099;2191484;443484;11.38;337798;13035583;2244302;0;10791281;7413301;10791281;396276;459680.16;0;459680.16;0;0;459680.16;459680.16;0;0;0;459680.16;37157.78;-9501.113376;459680.16;855956.16;674568;0;0;-8599797
3220;0;257.91;257.91;866.65;127.7;14.02;162.6;1124.56;816.19;145.7;162.67;0;308.37;438.96;1292.538;-0.66;1216.118;0;11.8017;1204.3163;1203.6563;26.76;0.178512356;145.7;1176.8963;38.5362;77.2937724;1176.8963;2286.798;2224.3;555.3;76.42;703.98
3221;0;90518;90518;97249;10426;16489;55276;187767;61283;0.436;126483.564;20679;126484;17969;186617.4;0;186617.4;0.04;3874.338;182743.102;182743.102;1.26;0.810518415;49671;182741.842;5638.152;289.66266;182741.842;321847.4;235256;117261;0;-29234.564
3222;0;1761415;1761415;6393646;6393646;0;0;8155061;6826744;0;1328317;1328317;1328317;7882815;9360990;2.00E-05;9233608;0.00146;0;9233608.001;9233608.001;792041;0;0;8441567.001;0;881105.6853;8441567.001;24960501;24960501;7716696;127382;5065329
3223;0;7000989;6689497;97010287;16818509;0;0;104011276;11233217.81;1276435;91501623.19;11112544;92778058.19;16134997;43655669.46;0;43531900.46;679225;64814.01;44146311.45;44146311.45;3560125;0.005664219;875865;40586186.45;0;194684.6653;40586186.45;92706983.46;70281672;32916317;123769;5508663.808
3224;0;6060.07;3000.59;13731.85;745.14;7171.62;1468.63;19791.92;5359.13;2467.03;11965.76;3746.96;14432.79;3904.86;18146.85;33.53;18146.85;801.8;279.519;18669.131;18702.661;121.98;0.453543765;2430.6;18580.681;356.87709;761.345884;18580.681;23571.08;23571.08;1519.37;0;1766.09
3225;0;6781336;671406;38828394;971034;22903279;14954081;45609730;13201475;934599;31473656;624071;32408255;9357452;36222362;139692;36088752.21;0.10723;66356.529;36022395.78;36162087.78;260614;0.070795044;934599;35901473.78;3618887.602;1752595.154;35901473.78;60020382;60020382;14440568;133609.794;7354738
3226;0;828638223;420552817;80844009;15385088;4864424;60594497;909482232;727454889;57602359;124424984;46138211;182027343;19997436;-18621146;-15565092;-19376243;300151;2681645.888;-21757737.89;-37322829.89;-4337168;0.057599059;41900717;-32985661.89;6483611.179;122915.3536;-32985661.89;1477348;58171137;101058;755097;-43580975
3227;0;12210353;12207749;527789;20657;0;507132;12738142;8381657;885812;3470673;19826;4356485;1571357;-755828;-547322;-2229576;44.89;239205.6;-2468736.71;-3016058.71;-555423;0.297283103;2491725;-2460635.71;99905.004;79816.325;-2460635.71;1256950;5327.32;441421;1473748;-2942884
3228;0;39193;7034;121569;10549;4959;55559;160762;30304;23702;106756;43278;130458;29671;115863.37;-157;114153.37;4753;1368.776;117537.594;117380.594;137;0.981916579;29756;117243.594;5667.018;-724.830295;117243.594;207094.37;161756;61560;1710;14813
3229;0;2774139;226577;347939;51.65;259525;23.07;3122078;721200.018;132566;2268311.982;56391;2400877.982;19146;3231111;0;3212978;0;7995.076;3204982.924;3204982.924;1241;0.452673242;170108;3203741.924;3.6912;124174.53;3203741.924;3338025;29605039;87768;18133;-1920372.982
3230;0;107340448;98125308;99529281;57534698;4407872;0;206869729;51181077;83936307;71752345;35334515;155688652;26360626;108978324;13393365;97022936;488215;8263592.919;89247558.08;102640923.1;21314;113199903;113199903;102619609.1;0;4126914.09;102619609.1;158727465;158727465;23388515;11955388;27776936
3231;0;20864.42;20695.4;3159.06;7.24;1934.14;875.47;24023.48;19561.74;1840.1;2621.64;0;4461.74;777.36;274.9;-314.06;-831.74;3.25;346.15323;-1174.64323;-1488.70323;-438.41;0.182427023;3568.59;-1050.29323;161.08648;82.544874;-1050.29323;1468.77;10522.81;416.51;1106.64;537.42
3232;0;371596284;2306832;42478416;11714224;0;3221424;414074700;379358228;30295303;4421169;1199745;34716472;606479;4569315;-0.68076;3928015.704;0.10209;3081393.315;846622.4911;846621.8103;222002;0.077358551;29346603;624619.8103;612070.56;159315.1104;624619.8103;5649472;17568699;473678;641299.296;38057247
3233;0;49343409;49343409;10906032.28;0.27721;0;10906032;60249441.28;15023605.73;118355806;10206959.56;0;45225835.55;5772865;18919915;0;10326810;0;55893.824;10270916.18;10270916.18;3469308;0.136698481;499052;6801608.176;2322984.816;1360572.178;6801608.176;24692780;3623851;0;8593105;699072.7133
3234;0;20717688;20699188;14845091;829041;11443695;0;35562779;1488989;11590738;22483052;7763427;34073790;1753922;6983057.52;0;6983057.079;8.00E-05;580925.79;6402131.289;6402131.289;0.93991;0.866995122;12909462;6402130.349;0;1325992.519;6402130.349;14491721.52;11798029;5754742;0.4412;-7637961
3235;0;9131678;641627;20278759;12143775;5573215;0;29410437;10699474;9674307;9036656;7894681;18710963;6600447;14964193;145189;14421826;0.03296;1049179.354;13372646.68;13517835.68;0.10173;10816282;10816282;13517835.58;0;-575179.8633;13517835.58;31777893;3852405;10213253;542367;11242103
3236;0;424046;403556;662958;294557;142562;133245;1087004;728052;9659;349293;190863;358952;312858;1485563;43667;1426998;0.638;2241.465;1424757.173;1468424.173;35.49;0.034592309;25185;1468388.683;19720.26;204155.1513;1468388.683;2997873;2997873;1199452;58565;313665
3237;0;735511;733697;852159;231193;63.42;242431;1587670;726478;83146;778046;344.85;861192;306388;1197271;-188239;1101648;0.871;13925.845;1087723.026;899484.026;95.66;0.262588819;190765;899388.366;51880.234;39357.115;899388.366;2248978;2248978;745319;95623;74113
3238;0;40040943;40034326;57225928;23027833;0;0;97266871;9511624;0;87755247;2150631;87755247;2909464;41500323;0;41488764;0.57551;0;41488764.58;41488764.58;45527;0;0;41443237.58;0;3911969.012;41443237.58;47189011;47189011;2779224;11559;-30529319
3239;0;1675363;1669353;30203263;26709728;2919626;0;31878626;22829364;0;9049262;8403842;9049262;6458675;31995545;-0.89925;31600577;0;2839.848;31597737.15;31597736.25;698106;0.028271484;64542;30899630.25;0;392943.8184;30899630.25;53100516;53100516;14646296;394968;21154001
3240;0;39.1;39.1;101.86;0.33;35.63;65.9;140.96;4.48;0;136.48;38.78;136.48;13.64;71.676;0;69.546;0.02;0.554;69.012;69.012;0;5.54;5.54;69.012;10.7417;4.652424;69.012;136.836;112.58;51.52;2.13;-34.62
3241;0;262325;262325;581608;16356;66215;278.8;843933;250934;122768;470231;190291;592999;175271;583523.79;-5145;549126.79;0;12127.776;536999.014;531854.014;0;0.503443136;126331;531854.014;39.3108;43271.30726;531854.014;1254240.79;821468;495446;34397;111377
3242;0;58088076;3377279;11631791;741739;0;0;69719867;50163563;1666645;17889659;1059854;19556304;1377938;-825627;0;-825627.5706;0.57808;114677.99;-940304.9825;-940304.9825;-653299;0.368722812;1849645;-287005.9825;0;10239.289;-287005.9825;1190615;16527099;638304;0.57059;-6257868
3243;0;54735038;52789153;148762537;19911155;1968617;3733288;203497575;119356036;62585249;21556290;17823002;84141539;6034784;35308802;-0.12778;32317003;0.01417;3755114.94;28561888.07;28561887.95;144535;0.524357637;62585249;28417352.95;791457.056;5178534.878;28417352.95;53058759;53058759;11715173;2991799;127206247
3244;0;45455251;45380991;20081085;534146;8390742;0.86659;65536336;42576882;5938952;17020502;13752953;22959454;484038;27873088;0.19808;26806510;0.59434;911984.2;25894526.39;25894526.59;0;0.214197038;9119842;25894526.59;0.20538183;-53854.9616;25894526.59;33659351;33659351;5302225;1066578;3060583
3245;0;73855398;70865301;23835672;15351279;218846;8265547;97691070;75829213;6962;21854895;7812383;21861857;18736591;29073084.28;0.5216;24084060.28;0.40003;0;24084060.68;24084061.2;0.1469;0;0;24084061.05;1405142.99;1469013.579;24084061.05;56500522.28;32339666;8690847;4989024;1980777
3246;0;20534741;1968956;302702088;4589933;82960862;60152;323236829;124089508;1156643;197990678;115718945;199147321;25262252;334560411;0;334016979.1;0.92659;4651648.513;329365331.6;329365331.6;418147;0.61452845;76256533;328947184.6;10045.384;13144096.53;328947184.6;414640269;414640269;54817606;543431.856;104711410
3247;0;95611625;0;93777718;6567407;0;74204747;189389343;87471594;11695617;90222132;149059;101917749;1178947;1000056.2;0;1000056.2;5362924;2012607.6;4350372.6;4350372.6;-136905;0.287608741;25157595;4487277.6;8756160.146;-7361.95218;4487277.6;2538604.2;0;359601;0;3555586
3248;0;700408;700408;2876433;1032459;38619;122.18;3576841;1927178;1509405;140258;127634.78;1649663;912.37;-245412.74;-18795;-481724.74;0.435;85049.16;-566773.465;-585568.465;-29.9;0.788061611;1518735;-585538.565;19.42662;12908.58701;-585538.565;200755.63;2696.64;445256;236312;2736175
3249;0;45291858;33580617;122379272;23886871;25085619;4400481;167671130;122429445;34.36;45241650.64;37405204;45241685;3772718;87803908;-761781;86875209;129919;0;87005128;86243347;498419;0;0;85744928;893297.643;928930.3664;85744928;100970692;100970692;9394066;928699;77137621.36
3250;0;435081569;333828228;441677744;99781249;231159798;22924531;876759313;273237827;319057917;284463569;141900362;603521486;212081231;453652685;-2939.79;453652685;711523;21886149.23;432478058.8;432475119;7864619;291815323;291815323;424610500;3232358.871;52624969.65;424610500;701666262;701666262;35932346;0;157214175
3251;0;145797154;10176287;43290600.2;328829;25.2;42961746;189087754.2;46037914;65395438;77654402.2;0;143049840.2;386.64;15252638.72;-8405489;14841950.72;0.22678;5008239.602;9833711.345;1428222.345;587252;63395438;63395438;840970.3448;10138972.06;1159230.155;840970.3448;15253028.36;12519706;3;410688;-34363802
3252;0;55613.99;28817.91;40170.76;10063.05;5591.44;17060.84;95784.75;32485.47;35840.42;27458.86;8282.04;63299.28;36597.6;44664.49;920.67;44664.49;176.49;794.13426;44046.84574;44967.51574;943.76;0.47932999;15571.26;44023.75574;4265.21;1827.582159;44023.75574;100971.39;100971.39;19709.3;0;12711.9
3253;0;32619;32619;465812;271941;15777;151.75;498431;276757;2203;219471;67.72;221674;47967;314396.8;-43584;299400.8;0;0;299400.8;255816.8;50773;0;0;205043.8;19.1205;13542.22848;205043.8;728076.8;1025.18;365713;14996;246341
3254;0;10.29;10.29;296.64;1;215.64;80;306.93;53.8374;0;253.0926;212.597784;253.0926;184.38;7356.2;0;7353.73;0;2.308204512;7351.421795;7351.421795;0;40.494816;40.494816;7351.421795;17.92;178.22154;7351.421795;7782.6;697209;242.02;2.47;43.5474
3255;0;11887118;8773778;12716649;214711;7792993;425558;24603767;11758325;4116814;8728628;1346335;12845442;2146.24;26229121.76;-709.34;26229121.76;65399;277199.12;26017321.64;26016612.3;119522;0.294683894;3464989;25897090.3;49790.286;2094452.237;25897090.3;27631296;27631296;1400028;0;3988021
3256;0;669319;5371;1307884;492994;0.049;95843;1977203;606054;0;1371149;1275306;1371149;322697;965751.06;-0.912;963475.06;10021;0;973496.06;973495.148;61.4;0;0;973433.748;10159.358;91606.27329;973433.748;1835797.06;1084359;547349;2276;-63265
3257;0;470626;105995;195354;110452;15061;69841;665980;520857;2745;142378;20301;145123;456551;742153.32;-5.36;729830.32;11009;123.525;740715.795;740710.435;5829;0.005270161;2745;734881.435;9638.058;18009.58723;734881.435;1429332.32;885817;230628;12323;52976
3258;0;160546;67375;932840.231;11654;0.231;921186;1093386.231;1801.87;309687;781897.361;0;1091584.361;1278119;3122420.05;-2496;3099814.05;0;27393.494;3072420.556;3069924.556;193686;0.353553808;637058;2876238.556;217399.896;344872.8403;2876238.556;6213925.05;4471502;1813386;22606;150942.87
3259;0;198496446;27895539;4816578.237;4816578;0;0.23666;203313024.2;200914968;24168584;155261.5065;102472.5943;2398056.237;6819881;-7041159;-0.41014;-14428943;0;165911.958;-14594854.96;-14594855.37;-441664;0.094917468;1907034;-14153191.37;0.05490512;172560.7246;-14153191.37;3948758;26825468;4170036;7387784;4661316.73
3260;0;2750898668;2750898668;506253309;136059522;131800598;238393189;3257151977;1263102613;2213478846;239444346.6;90663826;1994049364;352912481;670927784;1080692;670927784;13907698;120645382.9;564190099.1;565270791.1;48512338;1240455953;1566823155;516758453.1;53876860.71;60100674.61;516758453.1;1164741756;1164741756;140901491;0;266808962.4
3261;0;1223574;103446;2108450;673901;69352;1039503;3332024;380705;1343633;1607686;507465;2951319;518604;2419040;-17580;2419040;6011;111327.216;2313723.784;2296143.784;53503;1135992;1135992;2242640.784;243243.702;244378.864;2242640.784;4279840;2730344;1342196;0;500764
3262;0;51712996;4669833;21038126;13864778;0;0;72751122;72388437;296415;66270;0.6627;362685;3618716;-2862200;2159597;-3680245;0.58483;0;-3680244.415;-1520647.415;0;0;0;-1520647.415;0;13768.5912;-1520647.415;756516;7993948;0;818045;20971856
3263;0;3505.16;3065.56;7665.73;1310.18;2063.19;953.61;11170.89;2380.15;2456.06;6334.68;1014.05;8790.74;1780.97;10001.83;58.91;9908.92;31.57;608.722;9331.768;9390.678;108.19;6407.6;6407.6;9282.488;166.88175;516.36458;9282.488;12442.52;12442.52;659.72;92.91;1331.05
3264;0;320851;0;732977;203576;0;93376;1053828;593257;0;460571;367186;460571;89505;-124822;0.406;-124822;5147;0;-119675;-119674.594;-80842;0;0;-38832.594;15500.416;571.7985;-38832.594;80535;491249;115852;0;272406
3265;0;20801976;19808154;189054194;27600119;0;0;209856170;182369388;25326;27461456;9428054;27486782;121988803;175417472.2;-386242;171162355.2;3734578;1823931.528;173073001.6;172686759.6;8253311;0.099022803;18058728;164433448.6;0;27819540.44;164433448.6;384247796.2;241629433;86841521;4255117;161592738
3266;0;16368;16368;81459.59;71227;1.59;10231;97827.59;13823.675;17678;66325.915;3766;84003.915;31382;125488;-0.43218;121014;0;1361.024;119652.976;119652.5438;6926;0.412343404;21952;112726.5438;2056.431;12502.7895;112726.5438;233697;233697;76827;4474;15133.675
3267;0;731.47;450.06;2377.27;376.9;468.08;0;3108.74;808.2724;222.03;2078.4376;1183.57;2300.4676;446.71;10376.61;0.47;10321.02;0;10.6605;10310.3595;10310.8295;39.11;0.055671668;92.7;10271.7195;0;196.010739;10271.7195;11737.17;11737.17;913.85;55.59;298.8324
3268;0;1690604;1690604;12271998;251013;0;0.59987;13962602;10668753;1503141;1790708;905778;3293849;1254179;903008.88;0.10819;461173.88;0;130372.704;330801.176;330801.2842;509034;0.218215193;2328084;-178232.7158;0.12237348;106780.8001;-178232.7158;2157187.88;694504;0;441835;10481290
3269;0;17332802;17057559;1713131;23722;136497;1147.62;19045933;10487391;7132.12;8551409.88;247703;8558542;2551177;7912007.74;0;6648456.74;0.157;1310.484;6647146.413;6647146.413;-38238;0.002975192;31202;6685384.413;127.38582;793561.0788;6685384.413;14560753.74;10863737;4097569;1263551;-6838278.88
3270;0;42829689;42829689;0.46107;0.40836;0;0;42829689.46;17520167;22269682;3039840.461;0.12601;25309522.46;25583;463251;0;-607491;0.00025;2100690.354;-2708181.354;-2708181.354;-1080659;25309522.34;25309522.34;-1627522.354;0;-8456.8282;-1627522.354;488834;54;0;1070742;-3039840
3271;0;46519736;39019736;93212008;20373908;702623;72135477;139731744;5770219;4634558;129326967;24913674;133961525;2124033;3079847.85;-491995;3079847.85;158167;81662.259;3156352.591;2664357.591;0;0.205106773;1183511;2664357.591;13056521.34;72854.3319;2664357.591;5203880.85;4481651;0;0;-36114959
3272;0;10013106;6280992;263816176;119974473;0;143841703;273829282;40107802;0;233721480;0;233721480;418316;23147801;0.895;23147801;0.56576;0;23147801.57;23147802.46;0;0;0;23147802.46;22726989.07;704626.8983;23147802.46;23566117;65816033;0;0;30094696
3273;0;71393528;0;33595001;1045577;0;32549424;104988529;9798033;31207533;63982963;3174;95190496;1005136;1544592;0;1544592;5.00E-05;3404523.696;-1859931.696;-1859931.696;-312714;30397533;30397533;-1547217.696;3450238.944;179755.824;-1547217.696;2549728;45.6;0;0;-30387962
3274;0;14664372;14662193;77716417;1384118;71294502;0.29753;92380789;61816935;16548514;14015340;8950827;30563854;464275;47129289.17;-124438;44516494.17;0.00102;2352576.866;42163917.31;42039479.31;254676;0.349148239;21583274;41784803.31;0.03778631;1149576.245;41784803.31;81530230.17;70571245;33936666;2612795;63701077
